"safegraph_place_id","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","category_tags","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_work_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type"
sg:ccf32e57721f4138bb5e2d862036b305,,Outvisible Theatre Company,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.256807,-83.225545,18614 Ecorse Rd,Allen Park,MI,48101,US,+13134272490,,1583020800,1585699200,11,10,"[0,2,0,2,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0]",{},{},"{""US"":10}",4900,13.0,"{""<5"":0,""5-20"":7,""21-60"":1,""61-240"":3,"">240"":0}",{},"{""Kroger"":57,""Tim Hortons"":50,""Meijer"":49,""Family Dollar Stores"":47,""CVS"":45,""Little Caesars"":39,""Speedway"":38,""Sam's Club"":36,""Taco Bell"":36,""Dollar Tree"":35,""Belle Tire"":30,""The Huntington National Bank"":30,""White Castle"":30,""Hallmark Cards"":29,""Menard's"":29,""Olive Garden"":29,""PetSmart"":29,""ALDI"":28,""KFC"":28,""Circle K"":28}","[0,0,0,0,0,0,0,1,1,1,1,0,1,1,2,0,0,4,1,1,2,0,0,0]","{""Monday"":4,""Tuesday"":1,""Wednesday"":3,""Thursday"":1,""Friday"":1,""Saturday"":1,""Sunday"":0}","{""android"":10,""ios"":0}"
sg:49ba6cec1a8b427fbb0d659e6c8adcb8,,Youthville,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.371148,-83.074216,7375 Woodward Ave,Detroit,MI,48202,US,+13137580321,,1583020800,1585699200,28,17,"[0,4,2,3,2,2,0,0,5,1,2,1,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0]",{},{},"{""US"":16}",12112,66.5,"{""<5"":1,""5-20"":6,""21-60"":6,""61-240"":14,"">240"":1}","{""CVS"":49}","{""Kroger"":50,""Mobil"":46,""Meijer"":40,""BP"":38,""Tim Hortons"":35,""Marathon"":34,""Family Dollar Stores"":32,""Dollar Tree"":31,""McDonald's"":29,""Sunoco"":28,""Wendy's"":25,""Walmart"":22,""Speedway"":22,""7-Eleven"":21,""Sam's Club"":20,""CVS"":19,""Dollar General"":17,""Target"":17,""Rite Aid"":16,""Starbucks"":16}","[0,0,1,0,0,0,0,0,0,0,0,1,3,6,6,4,15,13,4,1,0,1,1,0]","{""Monday"":12,""Tuesday"":3,""Wednesday"":6,""Thursday"":3,""Friday"":3,""Saturday"":1,""Sunday"":0}","{""android"":10,""ios"":7}"
sg:814584ef90884504bae53896ae9d741c,,Old Mission Multigrain,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,44.752856,-85.594305,813 S Garfield Ave,Traverse City,MI,49686,US,+12314217018,"{ ""Mon"": [[""7:00"", ""15:00""]], ""Tue"": [[""7:00"", ""15:00""]], ""Wed"": [[""7:00"", ""15:00""]], ""Thu"": [[""7:00"", ""15:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [[""12:00"", ""15:00""]] }",,,,,,,,,,,,,,,,
sg:bbe72b638b0b4775bf2ec1ba94528774,,Parable's Gospel Music Bible & Books,,,Book Stores and News Dealers,Book Stores,,451211,42.409655,-83.146925,7551 Puritan St,Detroit,MI,48238,US,+13133400923,,1583020800,1585699200,37,25,"[2,0,3,1,0,1,0,4,4,1,1,2,0,0,1,0,3,0,1,2,1,0,0,0,3,1,1,1,0,3,1]",{},{},"{""US"":22}",9097,23.0,"{""<5"":1,""5-20"":16,""21-60"":6,""61-240"":13,"">240"":1}","{""Wendy's"":99,""Dairy Queen"":49}","{""Marathon"":34,""McDonald's"":32,""BP"":29,""Family Dollar Stores"":29,""Mobil"":27,""Sunoco"":26,""CITGO"":23,""Little Caesars"":23,""Wendy's"":20,""White Castle"":20,""KFC"":18,""Kroger"":17,""CVS"":15,""Rite Aid"":15,""United States Postal Service (USPS)"":14,""Exxon Mobil"":14,""Save-A-Lot"":12,""Taco Bell"":12,""GMC (General Motors Company)"":11,""Buick"":11}","[1,1,1,2,3,3,4,3,2,2,3,4,2,5,1,8,11,12,7,2,0,1,1,2]","{""Monday"":7,""Tuesday"":8,""Wednesday"":5,""Thursday"":4,""Friday"":4,""Saturday"":2,""Sunday"":7}","{""android"":18,""ios"":7}"
sg:f6dd355a22e54115ad868d30f03927dc,,Dog Ears Books,,,Book Stores and News Dealers,Book Stores,,451211,45.129331,-85.616793,106 Waukazoo St,Northport,MI,49670,US,+12313867209,,1583020800,1585699200,63,43,"[6,4,3,7,2,4,2,4,2,0,0,1,0,0,4,1,0,1,1,0,1,3,4,3,2,0,1,0,3,0,4]","{""260899701002"":10,""260899701001"":10}","{""260899701001"":7}","{""US"":41}",11522,11.0,"{""<5"":3,""5-20"":35,""21-60"":16,""61-240"":8,"">240"":1}","{""Outback Steakhouse"":50}","{""Meijer"":41,""Tom's Food Markets"":37,""Mobil"":26,""Speedway"":19,""Costco Wholesale Corp."":15,""Burger King"":13,""ATI Physical Therapy"":12,""BP"":11,""Menard's"":11,""Sam's Club"":10,""Marathon"":10,""Lowe's"":9,""HomeTown Pharmacy"":9,""Biggby Coffee"":9,""Spencer's"":9,""McDonald's"":9,""Walmart"":9,""Subway"":8,""Ace Hardware"":8,""Little Caesars"":8}","[0,0,0,0,0,0,1,5,10,4,5,5,10,7,7,10,5,9,7,5,6,2,1,0]","{""Monday"":11,""Tuesday"":10,""Wednesday"":10,""Thursday"":4,""Friday"":5,""Saturday"":6,""Sunday"":17}","{""android"":27,""ios"":16}"
sg:372e9f55f87a4889a440e6814443c2fa,,AMC Entertainment,SG_BRAND_e5eedf3ad2b51dd7fa2f1a1e1cde18c2,AMC Entertainment,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.428408,-83.430614,19500 Haggerty Rd,Livonia,MI,48152,US,+17345423191,,1583020800,1585699200,395,287,"[67,7,13,11,14,47,66,27,5,16,2,13,30,21,16,0,4,0,2,1,0,0,0,0,0,0,0,0,33,0,0]","{""261635635002"":8,""261251363004"":5,""261251374002"":5}",{},"{""US"":286}",12830,109.0,"{""<5"":3,""5-20"":49,""21-60"":65,""61-240"":260,"">240"":18}","{""Applebee's"":10,""Chipotle Mexican Grill"":8,""Starbucks"":6}","{""Kroger"":36,""Meijer"":33,""CVS"":23,""Target"":23,""Speedway"":20,""Starbucks"":19,""Costco Wholesale Corp."":19,""McDonald's"":19,""BP"":16,""Taco Bell"":16,""Mobil"":16,""The Home Depot"":15,""BJ's Restaurants"":14,""Wendy's"":14,""Tim Hortons"":13,""Sam's Club"":12,""Kohl's"":12,""Planet Fitness"":11,""Leo's Coney Island"":10,""Dollar Tree"":10}","[23,1,1,1,1,1,1,1,1,2,9,11,31,32,48,64,66,66,84,137,136,144,99,70]","{""Monday"":12,""Tuesday"":33,""Wednesday"":13,""Thursday"":29,""Friday"":78,""Saturday"":120,""Sunday"":110}","{""android"":130,""ios"":157}"
sg:9c9d8a97c9a1489aa3cb42c64ba01ae6,,Chamsine Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.32639,-83.313373,27532 Ford Rd,Garden City,MI,48135,US,+17342666100,"{ ""Mon"": [[""6:00"", ""15:00""]], ""Tue"": [[""6:00"", ""15:00""]], ""Wed"": [[""6:00"", ""15:00""]], ""Thu"": [[""6:00"", ""15:00""]], ""Fri"": [[""6:00"", ""15:00""]], ""Sat"": [[""6:00"", ""16:00""]], ""Sun"": [[""6:00"", ""16:00""]] }",1583020800,1585699200,49,26,"[0,2,3,3,3,3,3,0,1,1,1,1,2,0,1,4,2,1,3,1,2,1,0,2,4,1,2,0,0,2,0]",{},{},"{""US"":24}",3031,8.0,"{""<5"":6,""5-20"":33,""21-60"":9,""61-240"":1,"">240"":0}","{""Edible Arrangements"":50,""T.J. Maxx"":50,""Belle Tire"":33}","{""Kroger"":59,""Target"":36,""BP"":32,""Walgreens"":29,""Walmart"":27,""Dollar Tree"":26,""Meijer"":26,""Mobil"":25,""Costco Wholesale Corp."":23,""Sam's Club"":23,""Dunham's Sports"":23,""Sunoco"":21,""ALDI"":21,""Tim Hortons"":19,""Edible Arrangements"":19,""Tropical Smoothie Café"":19,""Taco Bell"":19,""CVS"":18,""Planet Fitness"":18,""Red Olive"":15}","[0,0,1,1,0,0,1,0,3,3,11,7,12,7,1,2,6,1,2,1,1,0,0,0]","{""Monday"":9,""Tuesday"":8,""Wednesday"":9,""Thursday"":8,""Friday"":8,""Saturday"":5,""Sunday"":2}","{""android"":20,""ios"":6}"
sg:1ec83d67ae5d4e68aeac2a9b2bb5e395,,Canterbury Book Store,,,Book Stores and News Dealers,Book Stores,,451211,45.745946,-87.060388,908 Ludington St,Escanaba,MI,49829,US,+19067860751,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [[""9:00"", ""14:30""]], ""Sun"": [] }",1583020800,1585699200,100,72,"[6,6,7,8,10,5,9,1,2,1,4,5,5,2,3,3,3,3,4,3,0,1,4,0,1,0,0,1,1,0,2]","{""260419710002"":9,""260419709001"":5,""260419708001"":5,""260419709002"":5,""260419704001"":5,""260419704004"":5}",{},"{""US"":72}",6709,38.0,"{""<5"":1,""5-20"":35,""21-60"":24,""61-240"":22,"">240"":18}","{""Walmart"":26,""The Huntington National Bank"":20}","{""Walmart"":50,""Starbucks"":41,""County Market"":37,""Holiday Station"":36,""McDonald's"":34,""Hobby Lobby Stores"":34,""Menard's"":32,""OSF HealthCare"":19,""Taco Bell"":18,""Culver's"":17,""BP"":15,""Krist Oil"":15,""Subway"":14,""Advance Auto Parts"":12,""Shell Oil"":11,""ALDI"":11,""IGA"":11,""Dollar Tree"":11,""Jeep"":10,""Ram"":10}","[3,2,4,2,2,2,2,8,15,25,19,30,30,29,24,23,17,18,17,6,5,5,3,4]","{""Monday"":15,""Tuesday"":13,""Wednesday"":16,""Thursday"":19,""Friday"":13,""Saturday"":13,""Sunday"":11}","{""android"":41,""ios"":31}"
sg:c9c591ac8f804c71ad0eeb5956c339a5,,Dinner,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.145151,-83.187297,2441 Fort St,Trenton,MI,48183,US,,,,,,,,,,,,,,,,,,
sg:f98276adf3264e019f3ea2774a1e81c8,,Herbert H Dow Historical Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,43.629202,-84.266823,3100 Cook Rd,Midland,MI,48640,US,+19898325319,,1583020800,1585699200,26,13,"[0,5,4,5,2,0,0,0,1,0,1,1,1,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0]",{},{},"{""US"":13}",29274,27.0,"{""<5"":1,""5-20"":10,""21-60"":5,""61-240"":7,"">240"":3}",{},"{""Kroger"":67,""Meijer"":53,""Taco Bell"":26,""Walgreens"":25,""Target"":24,""Jo-Ann Fabric and Craft Stores"":23,""Michaels Stores"":22,""Applebee's"":22,""Marathon"":22,""ALDI"":21,""Speedway"":21,""Goodwill Industries"":21,""BP"":20,""Walmart"":19,""McDonald's"":19,""Shell Oil"":17,""Starbucks"":16,""Foster Blue Water Oil"":15,""Batteries Plus Bulbs"":15,""Tim Hortons"":15}","[0,0,0,0,0,0,0,2,2,3,5,6,6,5,7,12,10,4,2,1,1,0,0,0]","{""Monday"":8,""Tuesday"":7,""Wednesday"":6,""Thursday"":4,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":11}"
sg:2abd1f0f6264488ba0a8320219842a46,,Compass Technology Solutions,,,Book Stores and News Dealers,Book Stores,,451211,42.59478,-82.893377,233 Church St,Mount Clemens,MI,48043,US,+15862000401,,1583020800,1585699200,63,29,"[0,2,2,1,5,5,0,0,0,2,1,2,2,1,0,3,3,1,4,5,1,1,7,1,3,2,2,3,2,1,1]",{},{},"{""US"":29}",12956,31.0,"{""<5"":2,""5-20"":22,""21-60"":24,""61-240"":5,"">240"":10}",{},"{""Meijer"":47,""BP"":35,""The Home Depot"":33,""Speedway"":33,""Mobil"":26,""Marathon"":26,""Walgreens"":25,""Lowe's"":23,""McDonald's"":23,""Walmart"":22,""7-Eleven"":22,""Kroger"":21,""Tim Hortons"":20,""Burger King"":17,""Discount Tire"":17,""Starbucks"":17,""CVS"":16,""Shell Oil"":15,""Chicken Shack"":14,""The Huntington National Bank"":14}","[7,7,7,8,7,8,10,14,13,11,11,14,14,19,14,15,11,9,5,6,6,7,9,7]","{""Monday"":13,""Tuesday"":9,""Wednesday"":6,""Thursday"":13,""Friday"":14,""Saturday"":5,""Sunday"":3}","{""android"":20,""ios"":9}"
sg:eb03df4c6cea4441bb2c888e9d25e9d5,sg:06f43fde052349fe99a3ee4e3b9c11f1,Barnes and Noble,SG_BRAND_0031e43e4f12b969239801d340f7c141,Barnes and Noble,Book Stores and News Dealers,Book Stores,,451211,43.156365,-86.208225,5275 Harvey St,Norton Shores,MI,49444,US,+12317984388,,1583020800,1585699200,421,353,"[27,24,20,17,20,29,44,33,8,20,18,11,16,38,23,7,12,10,10,4,8,8,4,2,0,0,1,1,6,0,0]","{""261210028002"":10,""261210026022"":8,""261390205041"":6,""261210020003"":6,""261390213041"":6,""261210031002"":6,""261210017003"":6,""261210028001"":5,""261390202002"":5,""261390205031"":5,""261210017001"":5,""261210027005"":5,""261210025004"":5,""261210015002"":5,""261390212011"":5,""261390211004"":5}","{""261210004023"":8,""261210026022"":5}","{""US"":352}",11340,23.0,"{""<5"":7,""5-20"":151,""21-60"":191,""61-240"":59,"">240"":13}","{""Nissan North America"":14,""McDonald's"":10,""Buffalo Wild Wings"":10,""Edible Arrangements"":8,""Little Caesars"":8,""Domino's Pizza"":5}","{""Meijer"":56,""Wesco Convenience Store"":41,""Subway"":40,""McDonald's"":30,""Target"":27,""Sam's Club"":24,""Walmart"":21,""Walgreens"":18,""Speedway"":18,""Biggby Coffee"":16,""Arby's"":16,""Dollar Tree"":15,""Taco Bell"":15,""Starbucks"":14,""The Men's Wearhouse"":13,""Dollar General"":13,""Marathon"":13,""Goodwill Industries"":12,""Burger King"":12,""ALDI"":12}","[0,0,0,0,0,0,0,0,3,12,34,49,54,81,80,77,86,84,56,48,36,18,3,0]","{""Monday"":43,""Tuesday"":54,""Wednesday"":45,""Thursday"":41,""Friday"":50,""Saturday"":97,""Sunday"":91}","{""android"":168,""ios"":185}"
sg:a36a4b0b1abe483aa3324c6f36899374,,Forever Curious Children's Museum,,,"Museums, Historical Sites, and Similar Institutions",Museums,,712110,42.594043,-86.103587,202 E Main St,Fennville,MI,49408,US,+12695618494,,1583020800,1585699200,261,174,"[28,18,14,10,8,18,18,8,9,9,10,15,20,10,19,4,4,2,2,1,3,1,3,2,2,3,3,0,13,3,1]","{""260050307041"":24,""260050307031"":19,""260050309022"":14,""260050307032"":8,""260050307042"":6,""260050307021"":6,""260050308001"":5}","{""260050307041"":6}","{""US"":173}",11616,39.0,"{""<5"":3,""5-20"":50,""21-60"":134,""61-240"":72,"">240"":2}","{""Burger King"":24,""Mobil"":20,""Taco Bell"":10,""Love's Travel Stops and Country Stores"":10,""Anytime Fitness"":6,""CoreLife Eatery"":6,""Five Guys"":6,""Family Dollar Stores"":5}","{""Meijer"":51,""Shell Oil"":33,""McDonald's"":24,""Menard's"":23,""Speedway"":22,""BP"":20,""Walmart"":19,""Burger King"":17,""Subway"":17,""Biggby Coffee"":16,""Family Dollar Stores"":16,""Marathon"":15,""J&H"":15,""Sam's Club"":15,""Dollar General"":14,""Taco Bell"":14,""Arby's"":13,""Goodwill Industries"":13,""Mobil"":13,""Snap Fitness"":11}","[5,2,2,3,6,7,21,15,22,37,27,39,55,34,17,16,18,25,32,35,23,16,12,7]","{""Monday"":37,""Tuesday"":30,""Wednesday"":24,""Thursday"":28,""Friday"":42,""Saturday"":41,""Sunday"":59}","{""android"":101,""ios"":73}"
sg:fd5c354406a547d0a4dfee92b39df15b,,Lana's Bake Shop,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.442602,-83.315115,27212 W 8 Mile Rd,Southfield,MI,48033,US,+12487470929,"{ ""Mon"": [], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }",1583020800,1585699200,159,67,"[3,12,13,3,6,6,14,2,8,8,4,4,3,4,1,3,10,5,5,6,8,1,1,3,3,3,3,4,6,3,4]",{},{},"{""US"":63}",9043,43.0,"{""<5"":3,""5-20"":50,""21-60"":40,""61-240"":44,"">240"":22}",{},"{""BP"":38,""Kroger"":38,""Meijer"":36,""McDonald's"":30,""CVS"":28,""Marathon"":27,""Family Dollar Stores"":27,""Wendy's"":24,""Walmart"":24,""Target"":23,""Walgreens"":21,""Mobil"":19,""White Castle"":19,""Sunoco"":18,""Dollar Tree"":18,""Subway"":17,""Exxon Mobil"":16,""Sam's Club"":16,""Little Caesars"":15,""ALDI"":15}","[13,14,13,16,17,20,21,17,22,33,30,30,31,31,33,28,25,28,33,25,23,21,19,16]","{""Monday"":27,""Tuesday"":38,""Wednesday"":15,""Thursday"":18,""Friday"":18,""Saturday"":34,""Sunday"":9}","{""android"":50,""ios"":17}"
sg:89cf0c534aed40dca25a452afe40017c,,Zerilli's Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.606782,-82.953633,42171 Garfield Rd,Clinton Township,MI,48038,US,+15862864650,"{ ""Mon"": [[""6:00"", ""18:00""]], ""Tue"": [[""6:00"", ""18:00""]], ""Wed"": [[""6:00"", ""18:00""]], ""Thu"": [[""6:00"", ""18:00""]], ""Fri"": [[""6:00"", ""18:00""]], ""Sat"": [[""6:00"", ""17:00""]], ""Sun"": [] }",1583020800,1585699200,63,60,"[0,2,3,3,3,2,8,1,2,2,2,1,4,9,0,0,4,4,2,2,0,0,7,0,0,0,1,0,0,0,1]","{""260992403001"":5}",{},"{""US"":60}",3160,7.0,"{""<5"":6,""5-20"":37,""21-60"":6,""61-240"":14,"">240"":0}","{""Meijer"":25,""Foster Blue Water Oil"":12}","{""Meijer"":44,""Crunch"":38,""McDonald's"":37,""CVS"":32,""Walgreens"":29,""Dollar Tree"":29,""ALDI"":27,""9Round"":26,""Starbucks"":26,""Walmart"":24,""Kroger"":22,""Sam's Club"":21,""BP"":21,""Kohl's"":17,""Costco Wholesale Corp."":16,""Taco Bell"":16,""The Home Depot"":14,""Little Caesars"":14,""Mobil"":14,""Tim Hortons"":13}","[0,0,0,0,0,0,4,2,8,7,12,20,9,5,4,5,10,7,3,1,0,0,0,0]","{""Monday"":11,""Tuesday"":10,""Wednesday"":9,""Thursday"":6,""Friday"":9,""Saturday"":17,""Sunday"":1}","{""android"":31,""ios"":29}"
sg:cdc76f9f03d249bea6152a8c601a3ecf,,Warp 9 Comics,,,Book Stores and News Dealers,Book Stores,,451211,42.53327,-83.146667,21 W 14 Mile Rd,Clawson,MI,48017,US,+12482885699,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""20:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""11:00"", ""19:00""]], ""Sun"": [[""12:00"", ""18:00""]] }",1583020800,1585699200,43,30,"[1,3,2,3,2,0,2,0,3,3,3,4,4,1,2,1,1,0,2,2,0,0,1,0,0,0,0,0,1,0,2]",{},{},"{""US"":29}",5682,20.0,"{""<5"":3,""5-20"":19,""21-60"":2,""61-240"":2,"">240"":17}","{""Lifetime Fitness"":33}","{""Kroger"":41,""Target"":40,""Speedway"":35,""McDonald's"":35,""Meijer"":32,""BP"":31,""Starbucks"":29,""Mobil"":29,""Tesla Motors"":23,""CVS"":22,""Wendy's"":19,""Marathon"":18,""Tim Hortons"":16,""Pet Supplies Plus"":16,""7-Eleven"":14,""Walgreens"":14,""Burger King"":13,""Staples"":13,""CITGO"":13,""Taco Bell"":12}","[1,1,0,0,0,0,0,1,0,13,20,18,18,22,20,14,6,6,2,1,2,1,2,1]","{""Monday"":8,""Tuesday"":8,""Wednesday"":6,""Thursday"":8,""Friday"":6,""Saturday"":3,""Sunday"":4}","{""android"":9,""ios"":21}"
sg:8cf936fecd744dbca2f7e24796e598b3,,SweetCakes and CheeseCakes,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.110187,-84.310195,5890 Jefferson Rd,Clarklake,MI,49234,US,+15172626929,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:c88576b71009428e896dc449bd6a760d,,The Ice Cream Shoppe,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,45.996022,-84.362075,38 Hodeck St,Cedarville,MI,49719,US,+19064845525,,,,,,,,,,,,,,,,,
sg:f56dc006dd8a42ad9b24587a57841748,,Kalamazoo State Theatre,,,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.288405,-85.583235,404 S Burdick St,Kalamazoo,MI,49007,US,+12693456500,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""11:00"", ""18:00""]], ""Sat"": [], ""Sun"": [] }",,,,,,,,,,,,,,,,
sg:d67df34ca1154eb29ff8048976faa4a6,,Petes Oven Bakery,,,Bakeries and Tortilla Manufacturing,Retail Bakeries,,311811,42.692546,-83.387673,5083 Midland Ave,Waterford,MI,48329,US,,,,,,,,,,,,,,,,,,
sg:9ca1eaee290a4c69ae267301999882b2,,AMC Entertainment,SG_BRAND_e5eedf3ad2b51dd7fa2f1a1e1cde18c2,AMC Entertainment,Motion Picture and Video Industries,Motion Picture Theaters (except Drive-Ins),,512131,42.290677,-85.580989,180 Portage St,Kalamazoo,MI,49007,US,+12697433764,,1583020800,1585699200,102,61,"[5,2,3,5,3,11,13,8,7,6,4,5,4,3,5,2,3,1,2,0,1,2,2,1,0,0,0,1,3,0,0]",{},{},"{""US"":59}",6223,143.5,"{""<5"":1,""5-20"":9,""21-60"":9,""61-240"":62,"">240"":21}","{""Meijer"":33,""Harding's Friendly Market"":20,""Hampton"":10}","{""Meijer"":61,""McDonald's"":34,""Speedway"":31,""Harding's Friendly Market"":26,""Culver's"":19,""Walmart"":17,""Shell Oil"":16,""Target"":15,""Biggby Coffee"":15,""Taco Bell"":14,""Chick-fil-A"":13,""Starbucks"":12,""Wendy's"":12,""Menard's"":12,""Applebee's"":12,""Kohl's"":12,""Marathon"":12,""Pizza Hut"":12,""D&W Fresh Market"":11,""Costco Wholesale Corp."":11}","[8,7,6,6,6,5,8,14,16,17,20,19,18,21,23,20,20,17,18,25,22,26,18,16]","{""Monday"":13,""Tuesday"":13,""Wednesday"":10,""Thursday"":10,""Friday"":15,""Saturday"":20,""Sunday"":21}","{""android"":28,""ios"":33}"
sg:969a369e62ad4d77a7212dc1e1a1c51e,,The Winning Edge Magazine,,,Book Stores and News Dealers,Book Stores,,451211,43.857585,-84.836527,652 E Surrey Rd,Farwell,MI,48622,US,+19895889213,,,,,,,,,,,,,,,,,
